95 4
96 6
12 17
13 161
15 3
16 1
17 77
18 4
19 1
30 2
45 3
51 1
96 4
12 17
13 115
15 5
17 105
30 5
45 1
95 4
96 11
12 23
13 123
15 2
17 60
18 3
27 1
45 17
50 1
51 1
95 1
96 5
12 20
13 140
15 4
17 53
18 2
45 6
50 2
51 1
95 1
96 10
12 14
13 128
15 8
17 56
18 4
19 1
30 4
45 6
51 1
95 3
96 5
12 14
13 126
15 5
17 87
18 11
45 7
51 2
96 1
12 3
13 12
17 23
45 1
95 2
96 2
12 19
13 131
15 6
17 76
18 1
30 2
45 15
51 4
95 2
96 1
12 6
13 119
15 4
17 82
18 5
30 1
45 5
51 8
96 4
12 21
13 86
15 1
17 88
18 3
27 2
45 15
50 2
51 3
95 2
96 5
12 10
13 99
15 2
17 71
18 4
19 1
30 4
45 5
50 2
51 2
95 3
96 4
12 13
13 136
15 8
17 80
18 5
27 1
30 3
45 5
95 3
96 9
12 26
13 146
15 2
17 85
18 5
30 2
45 9
50 2
51 2
95 5
96 8
12 27
13 164
15 1
17 76
18 5
30 3
45 9
50 5
51 8
96 6
12 27
13 151
15 3
17 82
18 2
30 3
45 8
50 2
51 7
95 3
96 4
12 28
13 132
15 2
17 72
18 3
45 6
51 4
95 2
96 14
12 14
13 139
15 2
17 65
18 4
45 7
50 1
51 1
95 2
96 7
12 32
13 154
15 5
17 73
18 2
30 1
45 13
50 1
51 3
95 5
96 9
12 28
13 176
15 1
17 66
18 3
19 1
45 5
50 4
51 2
95 1
96 11
12 32
13 122
15 1
17 77
18 4
27 1
30 1
45 7
50 2
51 3
95 2
96 8
12 20
13 155
15 2
17 90
18 6
27 1
30 1
45 7
50 3
51 3
96 1
12 3
13 42
15 1
17 12
45 3
51 3
95 2
96 4
12 17
13 147
15 4
17 123
18 1
30 1
45 8
50 3
51 5
95 1
96 10
12 13
13 140
15 1
17 69
18 4
30 5
45 8
50 1
51 5
95 4
96 18
12 20
13 151
15 1
17 84
18 4
45 16
50 2
96 12
12 18
13 163
15 1
17 93
18 3
19 1
30 4
45 11
50 6
51 5
96 9
12 22
13 138
15 4
17 90
18 5
30 3
45 4
50 3
51 4
95 1
96 10
12 20
13 138
15 2
17 67
18 2
30 1
45 6
50 2
51 8
96 5
12 4
13 153
15 1
17 25
45 6
50 2
95 1
96 4
12 25
13 70
15 1
17 73
18 3
30 3
45 7
51 4
95 1
96 5
12 25
13 38
15 1
17 82
18 1
45 7
51 1
96 20
12 33
13 108
15 4
17 83
18 7
19 2
30 2
45 16
50 1
51 2
95 5
96 15
12 31
13 127
15 5
17 83
18 1
19 1
30 9
45 11
50 5
51 2
95 3
96 9
12 22
13 99
15 3
17 114
18 5
30 8
45 15
50 5
95 3
96 13
12 30
13 102
15 4
17 101
18 2
19 1
30 4
45 13
50 5
51 6
95 4
96 5
12 25
13 88
15 2
17 106
18 2
30 8
45 14
50 2
51 2
95 4
96 6
12 23
13 104
15 2
16 1
17 97
18 4
30 13
45 5
50 4
51 6
95 2
96 10
12 20
13 92
15 1
17 109
18 2
30 8
45 14
51 5
95 1
96 7
12 32
13 135
15 4
17 57
18 2
19 1
30 1
45 4
51 4
96 4
12 18
13 147
15 2
17 62
18 1
19 1
30 3
45 5
50 2
51 2
96 8
12 17
13 202
15 1
17 63
18 6
45 16
50 5
95 4
96 15
12 18
13 121
15 1
16 1
17 59
18 4
19 3
30 1
45 13
50 2
54 1
95 1
96 11
12 34
13 116
15 5
17 90
18 5
19 1
30 8
45 12
50 2
51 3
95 2
96 5
12 21
13 124
15 3
16 1
17 67
18 4
19 2
45 5
50 1
51 1
95 3
96 14
12 11
13 127
15 2
17 73
18 3
19 1
30 2
45 11
50 1
51 2
95 1
96 8
12 19
13 124
15 1
16 1
17 96
18 5
30 9
45 20
51 5
95 4
96 11
12 21
13 114
15 2
17 92
18 3
19 1
27 1
30 6
45 9
50 1
51 4
96 3
12 15
13 88
15 1
17 71
18 1
45 3
51 3
96 3
12 4
13 135
15 1
17 70
18 3
27 1
45 6
50 1
96 10
12 17
13 96
15 2
17 41
19 1
45 5
51 3
95 5
96 11
12 18
13 131
15 3
17 78
18 3
30 5
45 7
50 4
51 7
95 3
96 8
12 19
13 118
15 3
17 96
18 4
30 3
45 11
50 3
51 4
95 2
96 3
12 24
13 129
17 41
18 2
19 1
30 1
45 9
51 4
95 2
96 14
12 37
13 104
15 2
17 97
18 10
30 4
45 13
50 3
51 1
95 1
96 11
12 18
13 115
15 2
17 91
18 7
19 1
30 1
45 17
50 5
51 3
95 4
96 11
12 20
13 108
15 6
17 93
18 3
19 1
30 3
45 11
50 3
51 6
95 5
96 10
12 15
13 94
15 4
17 102
18 6
19 1
30 5
45 11
50 8
51 6
95 3
96 13
12 20
13 111
15 2
16 1
17 106
18 1
30 4
45 7
50 4
51 11
95 7
96 6
12 15
13 105
15 1
16 1
17 105
18 3
30 5
45 15
50 1
51 7
95 4
96 3
12 21
13 89
15 3
17 88
18 7
30 12
45 9
50 4
51 2
95 3
96 10
12 18
13 114
15 5
17 92
18 1
19 1
30 4
45 7
50 1
51 2
95 3
96 4
12 20
13 118
15 1
17 83
45 10
50 3
51 1
95 1
96 8
12 38
13 92
15 6
16 1
17 86
18 3
30 14
45 9
50 2
51 5
95 5
96 3
12 21
13 94
15 3
17 102
18 7
30 7
45 9
50 6
51 4
95 5
96 13
12 29
13 96
15 3
17 124
18 4
19 2
30 11
45 11
50 8
51 1
95 1
96 3
12 14
13 83
17 35
18 2
45 10
51 1
96 3
12 3
13 20
17 24
18 8
45 4
51 3
96 11
12 42
13 105
15 3
17 100
18 3
19 2
30 12
45 8
50 5
51 3
95 2
96 17
12 29
13 114
15 2
17 98
18 5
19 1
30 8
45 10
50 2
51 3
95 1
96 4
12 4
13 44
15 1
17 27
18 2
45 4
51 2
95 8
96 12
12 23
13 117
15 3
17 97
18 7
30 9
45 11
50 3
51 4
95 4
96 16
12 25
13 112
15 2
17 89
18 1
19 1
30 13
45 11
50 3
51 3
95 3
96 4
12 25
13 119
15 2
17 101
18 2
19 2
30 12
45 9
50 5
51 2
95 3
96 8
12 22
13 123
15 3
17 61
18 6
30 1
45 13
50 2
51 1
95 6
96 5
12 21
13 148
15 6
17 55
18 5
45 15
50 1
51 5
96 10
12 24
13 131
15 2
17 57
18 7
19 1
45 14
50 2
51 3
95 1
96 6
12 17
13 137
15 1
17 78
18 4
45 11
50 2
51 1
95 2
96 4
12 29
13 139
15 6
17 72
18 1
19 3
45 16
50 5
51 1
95 1
96 4
12 26
13 92
15 1
17 58
18 2
30 1
45 12
51 3
95 2
96 11
12 25
13 102
15 4
17 44
18 9
19 2
45 11
50 1
51 2
95 2
96 2
12 24
13 99
15 3
16 1
17 59
18 5
45 7
50 1
51 3
95 2
96 6
12 33
13 90
15 2
17 50
18 6
19 2
45 8
50 1
51 2
95 3
96 4
12 20
13 95
15 4
17 46
18 10
45 7
50 3
51 1
95 1
96 9
12 32
13 186
15 1
17 73
18 3
19 1
45 1
95 1
96 9
12 10
13 206
15 3
17 71
18 5
30 1
45 2
50 1
95 4
96 19
12 25
13 76
15 6
17 98
18 3
45 8
50 1
51 1
95 5
96 4
12 26
13 82
16 1
17 90
18 1
30 1
45 7
95 2
96 12
12 22
13 69
15 2
16 1
17 89
18 4
19 1
45 5
54 1
95 2
96 13
12 24
13 88
15 4
17 75
18 1
45 5
50 1
95 2
96 2
12 27
13 86
15 6
17 67
18 4
45 5
95 2
96 12
12 21
13 123
17 91
18 7
19 1
45 15
50 1
51 3
96 15
12 19
13 150
15 2
17 76
18 4
27 1
30 2
45 12
50 1
51 1
95 1
96 6
12 5
13 78
15 2
17 24
18 4
45 2
95 2
96 3
12 29
13 88
15 1
17 62
18 3
45 16
50 3
51 2
54 1
95 2
96 2
12 17
13 86
15 2
17 73
18 6
45 3
50 3
51 3
95 5
96 8
12 24
13 93
15 1
17 40
18 5
45 7
50 2
51 6
95 4
96 5
12 14
13 121
15 4
17 57
18 7
45 10
50 1
51 2
95 4
96 5
12 17
13 111
15 5
17 63
18 4
19 1
27 1
30 3
45 9
51 2
96 2
12 1
13 42
17 15
18 1
45 3
51 1
95 2
96 7
12 29
13 175
15 5
17 79
18 6
30 3
45 17
50 4
51 4
95 4
96 7
12 14
13 146
15 2
16 1
17 93
18 3
19 2
30 1
45 10
50 5
51 16
95 4
96 7
12 11
13 127
15 1
17 23
18 9
45 92
96 4
12 16
13 174
15 5
16 1
17 98
18 6
30 3
45 14
50 5
51 3
95 2
96 5
12 14
13 113
15 1
17 47
18 1
45 1
50 1
51 1
95 2
96 10
12 19
13 144
15 2
17 94
18 3
19 2
30 1
45 9
50 8
51 10
95 2
96 6
12 27
13 106
15 4
17 71
18 3
19 1
27 1
30 2
45 10
51 9
95 2
96 6
12 15
13 142
17 88
18 7
19 1
30 4
45 5
50 6
51 7
95 2
96 10
12 19
13 164
15 2
16 1
17 95
18 12
19 2
45 11
50 3
51 10
96 9
12 9
13 145
15 1
17 11
18 1
45 10
96 2
12 16
13 94
15 3
17 73
18 6
45 8
50 4
51 12
96 1
12 10
13 46
17 32
18 3
30 2
45 4
50 1
51 1
95 1
96 2
12 5
13 124
15 6
17 78
18 8
19 1
45 7
50 6
51 7
95 3
96 8
12 16
13 161
15 2
17 92
18 4
30 1
45 10
50 6
51 9
95 2
96 10
12 22
13 176
16 1
17 68
18 7
19 2
30 1
45 9
50 9
51 16
96 5
12 12
13 48
15 2
17 44
18 4
45 20
95 1
96 6
12 13
13 192
15 3
17 42
45 32
50 1
95 1
96 7
12 28
13 133
15 1
17 61
18 6
30 1
45 3
50 3
95 1
96 1
12 3
13 59
15 1
17 35
18 1
45 19
51 2
95 5
96 16
12 39
13 91
15 2
16 1
17 94
18 18
19 1
30 3
45 16
50 5
51 2
96 5
12 31
13 71
15 7
16 1
17 160
18 6
19 1
30 7
45 18
50 2
51 8
95 4
96 16
12 32
13 72
15 9
17 143
18 7
30 9
45 22
50 3
51 6
95 4
96 11
12 37
13 84
15 4
16 4
17 151
18 5
19 1
30 10
45 10
50 4
51 11
95 5
96 10
12 31
13 62
15 6
17 161
18 10
19 2
30 2
45 15
50 4
51 13
95 9
96 5
12 29
13 103
15 3
16 1
17 138
18 12
19 3
27 1
30 3
45 26
50 6
51 4
95 6
96 10
12 26
13 98
15 2
16 1
17 125
18 12
30 6
45 14
50 9
51 13
95 8
96 8
12 22
13 79
15 6
16 1
17 112
18 7
19 1
30 3
45 14
50 9
51 2
95 6
96 15
12 31
13 88
15 2
17 158
18 13
30 4
45 8
50 4
51 10
95 3
96 10
12 26
13 80
15 4
16 3
17 139
18 4
30 5
45 25
50 6
51 6
95 5
96 19
12 48
13 80
15 4
17 106
18 7
30 5
45 14
50 2
51 6
95 4
96 4
12 46
13 75
15 4
16 1
17 144
18 6
19 6
30 8
45 13
50 6
51 12
54 1
95 5
96 7
12 46
13 73
15 3
16 3
17 143
18 15
19 3
27 1
30 8
45 10
50 5
51 5
95 3
96 9
12 34
13 86
15 1
16 1
17 114
18 9
19 1
30 7
45 21
50 2
51 13
95 7
96 20
12 24
13 65
15 3
17 125
18 4
19 3
30 1
45 8
50 7
51 11
54 1
95 7
96 12
12 29
13 82
15 4
17 127
18 4
19 1
30 4
45 7
50 9
51 4
95 6
96 10
12 25
13 89
15 5
17 123
18 8
19 2
30 3
45 19
50 1
51 5
95 2
96 12
12 26
13 98
15 3
17 101
18 7
30 1
45 22
50 4
51 10
95 5
96 5
12 70
13 62
15 4
16 1
17 151
18 9
19 3
30 12
45 16
50 6
51 5
95 3
96 6
12 16
13 34
15 2
16 2
17 80
18 6
19 1
30 3
45 10
50 4
51 9
95 4
96 11
12 32
13 66
15 3
16 1
17 138
18 7
19 1
27 1
30 11
45 15
50 5
51 7
95 7
96 3
12 37
13 107
15 6
17 111
18 8
19 1
27 1
30 4
45 17
50 4
51 8
54 1
95 5
96 13
12 24
13 63
15 5
16 2
17 129
18 5
30 3
45 16
50 5
51 10
95 10
96 16
12 22
13 77
15 4
17 140
18 6
19 1
30 4
45 10
50 4
51 8
95 4
96 7
12 45
13 75
15 9
17 155
18 10
19 1
30 5
45 15
50 3
51 15
95 7
96 7
12 29
13 87
15 7
16 2
17 138
18 7
19 1
30 5
45 17
50 1
51 4
95 2
96 8
12 45
13 81
15 3
16 1
17 147
18 5
19 1
27 1
30 8
45 16
50 3
51 10
95 7
96 9
12 44
13 78
15 4
17 126
18 5
19 1
27 1
30 5
45 13
50 4
51 3
95 5
96 17
12 35
13 71
15 5
17 150
18 6
30 3
45 17
50 7
51 10
95 3
96 10
12 57
13 82
15 10
16 2
17 159
18 11
19 1
30 4
45 19
50 3
51 6
54 1
95 5
96 12
12 36
13 76
15 4
16 1
17 126
18 3
27 1
30 5
45 7
50 6
51 3
95 3
96 4
12 37
13 85
15 4
16 1
17 117
18 13
30 5
45 19
50 7
51 4
95 7
96 5
12 44
13 72
15 7
17 166
18 4
30 7
45 12
50 8
51 6
95 6
96 15
12 28
13 60
15 2
16 1
17 177
18 11
19 2
27 1
30 3
45 12
50 10
51 6
95 3
96 8
12 37
13 70
15 2
17 168
18 8
19 1
30 6
45 10
50 6
51 7
95 2
96 7
12 54
13 45
15 2
16 1
17 178
18 15
27 1
30 14
45 12
50 4
51 8
95 3
96 13
12 31
13 77
15 7
16 1
17 125
18 9
19 1
30 4
45 8
50 5
51 8
95 4
96 6
12 30
13 79
15 4
17 144
18 12
19 1
30 5
45 11
51 5
95 3
96 11
12 40
13 90
17 111
18 13
19 1
30 6
45 13
50 4
51 4
95 4
96 9
12 41
13 87
15 6
17 146
18 6
19 1
30 8
45 16
50 3
51 10
54 1
95 3
96 4
12 49
13 68
15 3
17 165
18 13
19 2
30 12
45 17
50 8
51 11
54 1
95 5
96 11
12 3
13 125
15 6
16 1
17 79
18 8
45 15
50 1
95 4
96 4
12 36
13 78
15 4
17 121
18 5
30 4
45 8
50 6
51 5
95 4
96 9
12 43
13 73
15 7
16 1
17 149
18 6
19 1
27 1
30 10
45 13
50 6
51 11
95 3
96 7
12 33
13 85
15 6
17 131
18 13
30 6
45 18
50 9
51 7
95 4
96 11
12 38
13 100
15 8
16 1
17 124
18 10
19 2
27 1
30 4
45 22
50 5
51 7
95 1
96 5
12 45
13 80
15 8
16 5
17 136
18 9
19 1
30 8
45 12
50 6
51 8
95 5
96 9
12 39
13 91
15 4
17 112
18 11
30 6
45 19
50 4
51 5
95 8
96 6
12 63
13 65
15 5
16 2
17 148
