95 10
96 13
12 13
13 40
15 8
16 1
17 156
18 1
19 3
30 1
45 19
51 1
95 9
96 8
12 13
13 25
15 7
17 108
18 1
45 14
95 2
96 10
12 7
13 35
15 3
17 127
18 3
27 1
30 1
45 9
51 1
95 8
96 7
12 9
13 20
15 6
17 116
18 3
30 4
45 9
50 1
95 4
96 11
12 11
13 36
15 2
17 116
30 1
45 12
50 1
51 3
95 9
96 18
12 8
13 40
15 7
17 146
19 2
30 2
45 12
50 1
51 1
54 1
95 8
96 14
12 13
13 51
15 6
17 166
19 1
30 2
45 13
95 7
96 12
12 13
13 35
15 4
17 178
18 1
19 1
45 16
95 4
96 13
12 13
13 48
15 5
17 173
18 2
19 1
30 1
45 17
51 2
95 4
96 8
12 4
13 21
15 4
17 79
18 1
19 1
45 8
50 2
96 4
12 5
13 26
15 4
17 88
18 1
45 5
96 9
12 5
13 13
15 1
17 95
19 1
30 1
45 2
50 1
95 6
96 8
12 7
13 42
15 2
17 147
18 1
19 1
30 4
45 16
50 1
51 1
95 9
96 13
12 9
13 20
15 4
16 1
17 138
18 2
19 1
45 15
51 1
95 13
96 25
12 15
13 40
15 3
17 149
18 1
19 2
30 3
45 19
95 9
96 13
12 14
13 38
15 1
17 127
19 1
45 22
50 1
51 1
95 10
96 16
12 14
13 41
15 4
17 144
30 2
45 20
50 2
51 2
54 1
95 4
96 6
12 8
13 28
15 6
17 104
18 2
30 1
45 5
50 2
95 5
96 21
12 4
13 20
15 5
17 103
19 1
45 9
50 1
51 2
96 9
12 4
13 24
15 3
17 105
19 2
27 1
30 2
45 7
50 3
51 1
95 5
96 16
12 16
13 51
15 4
16 1
17 121
18 2
19 6
45 13
50 2
51 1
95 15
96 13
12 8
13 46
15 5
17 139
18 2
19 1
30 2
45 10
51 1
95 10
96 19
12 11
13 35
15 4
17 139
19 2
45 15
51 1
95 6
96 18
12 9
13 41
15 7
17 124
30 1
45 11
50 1
51 2
95 6
96 19
12 12
13 34
15 8
17 169
18 3
30 1
45 15
51 1
95 4
96 18
12 12
13 29
15 1
16 1
17 172
18 6
19 1
30 1
45 22
50 1
51 2
95 5
96 23
12 11
13 31
15 11
17 163
19 1
30 2
45 20
50 1
51 3
95 7
96 13
12 19
13 34
15 2
17 175
18 3
19 3
30 2
45 15
50 3
95 9
96 11
12 16
13 34
15 3
17 167
19 5
30 2
45 11
51 1
95 5
96 15
12 8
13 30
15 5
17 168
18 2
30 2
45 29
50 1
51 1
54 1
95 4
96 12
12 23
13 43
15 3
17 161
19 4
30 1
45 24
51 1
95 6
96 15
12 16
13 44
15 3
17 157
18 4
19 2
30 4
45 17
50 1
51 2
95 8
96 20
12 10
13 41
15 10
17 174
18 2
19 1
30 1
45 13
50 2
51 4
54 1
95 3
96 17
12 16
13 48
15 4
17 85
19 1
30 1
45 14
50 1
54 1
95 2
96 13
12 14
13 53
15 7
17 87
18 1
19 1
30 2
45 5
51 1
95 6
96 14
12 9
13 36
15 6
17 100
18 1
19 2
45 11
51 1
95 3
96 12
12 15
13 48
15 8
16 1
17 96
18 1
45 7
50 1
95 4
96 10
12 9
13 56
15 4
17 80
19 2
30 2
45 12
50 2
51 3
95 3
96 13
12 19
13 64
15 5
16 1
17 165
18 1
19 1
27 1
30 4
45 15
50 2
95 3
96 17
12 11
13 68
15 7
17 157
18 4
30 6
45 21
95 5
96 14
12 19
13 67
15 9
17 148
27 1
30 8
45 16
51 4
95 8
96 11
12 15
13 83
15 6
17 156
18 2
19 2
27 1
30 1
45 10
50 4
51 5
95 3
96 18
12 18
13 73
15 9
17 141
19 1
30 8
45 12
50 1
95 3
96 16
12 23
13 69
15 8
17 142
18 3
19 2
30 6
45 10
50 1
51 3
95 2
96 12
12 23
13 73
15 5
17 156
18 1
19 1
30 16
45 3
50 1
95 2
96 8
12 14
13 61
15 4
17 110
18 1
19 1
30 3
45 13
51 8
95 4
96 6
12 9
13 61
15 5
17 107
18 4
30 4
45 13
51 3
95 1
96 16
12 14
13 51
15 7
17 96
18 2
19 1
30 9
45 14
50 1
95 2
96 14
12 13
13 64
15 4
17 101
19 1
30 6
45 11
50 1
51 2
95 7
96 17
12 7
13 58
15 4
17 87
18 2
19 2
30 3
45 14
51 2
95 5
96 16
12 7
13 74
15 6
17 127
18 2
30 3
45 17
50 1
51 6
95 10
96 16
12 16
13 80
15 5
17 126
30 2
45 31
51 3
95 6
96 14
12 15
13 57
15 1
17 112
19 2
30 15
45 7
95 2
96 22
12 13
13 59
15 6
17 87
18 2
19 1
27 1
30 12
45 11
95 7
96 18
12 23
13 56
15 4
17 90
19 2
30 8
45 12
95 2
96 7
12 18
13 61
15 2
17 97
19 2
30 16
45 4
95 7
96 14
12 11
13 49
15 2
17 108
19 2
30 14
45 9
51 1
95 4
96 5
12 11
13 38
15 4
17 45
18 1
19 2
30 9
45 10
54 1
95 2
96 11
12 5
13 31
15 3
17 62
30 6
45 6
50 1
95 4
96 5
12 7
13 35
15 1
17 55
30 11
45 5
95 2
96 8
12 6
13 27
15 3
17 75
18 1
30 12
45 4
95 3
96 6
12 8
13 39
15 1
17 66
18 1
30 11
45 3
50 1
95 13
96 13
12 17
13 76
15 9
17 96
18 10
19 2
30 3
45 30
50 2
51 3
54 1
95 7
96 27
12 16
13 30
15 7
17 126
18 3
19 1
30 1
45 22
50 1
51 4
95 11
96 15
12 12
13 26
15 8
17 134
18 1
19 1
27 1
30 1
45 24
51 4
95 3
96 16
12 12
13 30
15 2
17 131
18 2
19 2
30 3
45 27
51 3
95 3
96 21
12 18
13 28
15 2
16 1
17 132
18 4
19 1
30 2
45 22
50 1
51 3
95 3
96 10
12 9
13 20
15 2
17 109
18 1
19 1
30 2
45 15
51 1
95 1
96 11
12 12
13 25
15 4
17 99
19 3
30 2
45 17
50 1
51 1
95 4
96 10
12 14
13 14
15 2
17 125
18 1
19 2
30 1
45 13
95 7
96 16
12 18
13 22
15 3
17 97
18 1
19 1
30 2
45 18
51 2
95 4
96 6
12 14
13 22
15 2
17 125
18 2
19 1
30 1
45 10
51 3
95 1
96 13
12 12
13 16
15 4
17 132
18 1
19 1
30 3
45 18
51 1
95 6
96 24
12 16
13 65
15 8
17 124
18 4
19 1
30 2
45 26
